Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation,Counties
2021,NE,Nebraska,Dixon,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,16.6,,,13.2,20.4,5545,31051,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-96.8557845 42.4850864),2247
2020,NE,Nebraska,Phelps,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,27.1,,,25.4,28.6,8937,31137,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-99.4065568 40.5163647),2308
2021,NE,Nebraska,Garfield,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,31.1,,,26.7,35.8,1839,31071,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-98.951231 41.9068675),2254
2021,NE,Nebraska,Gosper,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,16.6,,,13.5,20.1,1824,31073,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-99.8232058 40.5090947),457
2021,NE,Nebraska,Phelps,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,27.1,,,22.9,31.4,8937,31137,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-99.4065568 40.5163647),2308
2020,NE,Nebraska,Jefferson,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,11,,,7.1,15.6,7176,31095,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-97.1431027 40.1757356),2297
2021,NE,Nebraska,Thomas,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,29.4,,,25.0,34.2,673,31171,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-100.5247028 41.8557296),476
2021,NE,Nebraska,Frontier,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,4,,,3.4,4.7,2555,31063,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-100.4066834 40.5309469),455
2021,NE,Nebraska,Furnas,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.3,,,5.7,7.0,4604,31065,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-99.9096631 40.191865),2252
2021,NE,Nebraska,Grant,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,38.9,,,30.9,47.2,579,31075,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-101.7559645 41.9139574),2255
2021,NE,Nebraska,Rock,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,7.5,,,6.0,9.3,1264,31149,HLTHOUT,COPD,CrdPrv,COPD,POINT (-99.4208512 42.394749),471
2020,NE,Nebraska,Morrill,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,70.1,,,65.2,74.4,4574,31123,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-102.9905936 41.7322039),467
2021,NE,Nebraska,Dawes,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,69.6,,,64.4,74.6,8148,31045,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-103.1354358 42.7130379),2245
2020,NE,Nebraska,Frontier,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,66.3,,,61.0,71.5,2555,31063,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-100.4066834 40.5309469),455
2021,NE,Nebraska,Kearney,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.4,,,7.3,9.5,6674,31099,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-98.9476019 40.5091198),2298
2020,NE,Nebraska,Wheeler,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,29,,,27.1,30.7,795,31183,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-98.5208533 41.9225747),478
2021,NE,Nebraska,Cass,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,13,,,10.9,15.0,27017,31025,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-96.1406086 40.9098778),2197
2021,NE,Nebraska,Hitchcock,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,17.4,,,14.5,20.9,2586,31087,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-101.044217 40.1768964),2295
2020,NE,Nebraska,Nuckolls,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,25.8,,,24.2,27.2,4060,31129,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-98.0468422 40.1764918),468
2020,NE,Nebraska,Johnson,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,57.1,,,53.5,60.5,5316,31097,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-96.2652638 40.3949552),461
2021,NE,Nebraska,Howard,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,3.6,,,3.1,4.1,6531,31093,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-98.5133417 41.2168513),460
2021,NE,Nebraska,Valley,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,7.3,,,5.9,8.8,4066,31175,HLTHOUT,COPD,CrdPrv,COPD,POINT (-98.9834841 41.5640938),2354
2021,NE,Nebraska,Hayes,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,29.8,,,25.8,33.7,843,31085,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-101.0479627 40.5372337),458
2021,NE,Nebraska,McPherson,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,84.3,,,81.7,87.0,379,31117,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-101.1208507 41.6484137),465
2021,NE,Nebraska,Rock,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,23.2,,,20.0,27.0,1264,31149,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-99.4208512 42.394749),471
2021,NE,Nebraska,Arthur,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,38,,,30.0,46.3,439,31005,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-101.6959166 41.5719297),446
2021,NE,Nebraska,Sarpy,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,8.4,,,7.4,9.7,193418,31153,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-96.1091254 41.1150635),2347
2021,NE,Nebraska,Brown,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,8.8,,,7.5,10.2,2908,31017,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-99.9239198 42.3595618),448
2021,NE,Nebraska,Merrick,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,11,,,9.3,13.0,7665,31121,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-98.0310573 41.1697896),466
2020,NE,Nebraska,Deuel,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,47.4,,,38.4,56.9,1865,31049,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-102.332609 41.1119026),2246
2020,NE,Nebraska,Perkins,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Age-adjusted prevalence,63.3,,,59.2,67.5,2832,31135,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-101.6274676 40.8576462),469
2021,NE,Nebraska,Holt,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Age-adjusted prevalence,3.1,,,2.6,3.7,10049,31089,DISABLT,SELFCARE,AgeAdjPrv,Self-care Disability,POINT (-98.7847662 42.4592867),2296
2020,NE,Nebraska,Nemaha,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,80.2,,,77.5,82.9,7064,31127,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-95.8527214 40.3873891),2305
2021,NE,Nebraska,Morrill,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,81.9,,,79.1,84.3,4574,31123,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-102.9905936 41.7322039),467
2021,NE,Nebraska,Valley,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,2.6,,,2.3,3.0,4066,31175,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-98.9834841 41.5640938),2354
2021,NE,Nebraska,Merrick,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,9.1,,,8.1,10.3,7665,31121,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-98.0310573 41.1697896),466
2021,NE,Nebraska,Dawes,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,17.9,,,14.7,21.6,8148,31045,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-103.1354358 42.7130379),2245
2020,NE,Nebraska,Webster,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,69.5,,,66.4,72.4,3411,31181,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-98.4985897 40.1806461),2356
2021,NE,Nebraska,Saunders,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,16.1,,,13.4,19.1,22787,31155,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-96.6420968 41.2233882),2348
2021,NE,Nebraska,Johnson,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,6,,,5.2,7.0,5316,31097,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-96.2652638 40.3949552),461
2021,NE,Nebraska,Howard,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,13.8,,,11.6,16.1,6531,31093,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-98.5133417 41.2168513),460
2021,NE,Nebraska,Buffalo,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,3,,,2.5,3.6,50339,31019,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-99.0749839 40.8552654),2194
2020,NE,Nebraska,Lincoln,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,67.9,,,64.9,70.6,34133,31111,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-100.7444808 41.0503221),463
2021,NE,Nebraska,Merrick,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Age-adjusted prevalence,11.2,,,9.5,13.0,7665,31121,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-98.0310573 41.1697896),466
2021,NE,Nebraska,Dodge,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,6,,,4.9,7.1,37103,31053,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-96.6458524 41.5770082),2248
2021,NE,Nebraska,Banner,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,28.9,,,24.4,33.5,692,31007,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-103.7262626 41.5397495),2190
2021,NE,Nebraska,Stanton,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,26.5,,,22.5,30.7,5816,31167,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-97.1771094 41.9050454),475
2021,NE,Nebraska,Colfax,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,71.2,,,66.5,75.8,10498,31037,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-97.0889449 41.57496),451
2020,NE,Nebraska,Hooker,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,7.8,,,4.6,12.2,734,31091,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-101.117324 41.920317),459
2021,NE,Nebraska,Cherry,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,6.7,,,5.7,7.7,5458,31031,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-101.0476532 42.571323),2241
2021,NE,Nebraska,Seward,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,5.7,,,4.8,6.8,17603,31159,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-97.140383 40.8719439),2349
2021,NE,Nebraska,Boone,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,3.6,,,3.0,4.1,5386,31011,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-98.0704764 41.7039345),2191
2021,NE,Nebraska,Sheridan,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,29,,,24.9,33.5,5095,31161,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-102.3682795 42.5122888),2350
2021,NE,Nebraska,Douglas,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,2.6,,,2.2,2.9,585008,31055,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-96.1540664 41.2970908),2249
2021,NE,Nebraska,Logan,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,38.1,,,30.2,46.2,687,31113,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-100.4436647 41.5421555),2303
2021,NE,Nebraska,Burt,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,22.9,,,19.2,26.7,6709,31021,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-96.3377462 41.8541794),2195
2021,NE,Nebraska,Clay,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,16.8,,,13.0,20.5,6078,31035,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-98.0508585 40.5236693),450
2021,NE,Nebraska,Cass,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,19.6,,,16.5,22.8,27017,31025,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-96.1406086 40.9098778),2197
2020,NE,Nebraska,Valley,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,81.8,,,78.7,84.7,4066,31175,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-98.9834841 41.5640938),2354
2021,NE,Nebraska,Saunders,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,5.4,,,4.4,6.4,22787,31155,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-96.6420968 41.2233882),2348
2021,NE,Nebraska,Custer,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,8.8,,,8.0,9.8,10460,31041,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-99.7268662 41.3938927),2243
2021,NE,Nebraska,Gage,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,8.1,,,6.6,9.8,21616,31067,HLTHOUT,COPD,CrdPrv,COPD,POINT (-96.6834528 40.2552337),2253
2021,NE,Nebraska,Clay,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,8.8,,,7.0,11.1,6078,31035,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-98.0508585 40.5236693),450
2021,NE,Nebraska,Burt,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,11.2,,,9.4,13.2,6709,31021,HLTHSTAT,PHLTH,CrdPrv,Physical Health,POINT (-96.3377462 41.8541794),2195
2021,NE,Nebraska,Hooker,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,15.1,,,11.6,19.1,734,31091,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-101.117324 41.920317),459
2021,NE,Nebraska,Washington,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,4.8,,,3.9,5.8,20969,31177,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-96.2245771 41.5339726),2355
2021,NE,Nebraska,Greeley,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,35.3,,,28.3,42.9,2169,31077,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-98.5305655 41.5675715),2256
2020,NE,Nebraska,Thomas,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,39.1,,,31.3,46.8,673,31171,PREVENT,COREW,CrdPrv,Core preventive services for older women,POINT (-100.5247028 41.8557296),476
2021,NE,Nebraska,Deuel,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,5.1,,,4.3,6.0,1865,31049,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-102.332609 41.1119026),2246
2021,NE,Nebraska,Red Willow,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,72.5,,,67.8,76.9,10623,31145,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-100.4685764 40.1694196),2311
2021,NE,Nebraska,Antelope,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,9.6,,,8.3,11.2,6279,31003,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-98.0580367 42.1832253),3141
2021,NE,Nebraska,Nance,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,81.7,,,78.7,84.5,3390,31125,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-97.9914083 41.4023855),2304
2021,NE,Nebraska,Dawes,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,2.6,,,2.4,2.9,8148,31045,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-103.1354358 42.7130379),2245
2021,NE,Nebraska,Morrill,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,10.8,,,9.2,12.6,4574,31123,HLTHSTAT,PHLTH,CrdPrv,Physical Health,POINT (-102.9905936 41.7322039),467
2020,NE,Nebraska,Rock,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,69.3,,,64.1,73.8,1264,31149,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-99.4208512 42.394749),471
2021,NE,Nebraska,Burt,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Age-adjusted prevalence,11.2,,,9.2,13.5,6709,31021,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-96.3377462 41.8541794),2195
2021,NE,Nebraska,Adams,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,6.7,,,5.4,8.0,31027,31001,HLTHOUT,COPD,CrdPrv,COPD,POINT (-98.5000441 40.5206322),445
2021,NE,Nebraska,Box Butte,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,82,,,79.2,84.5,10604,31013,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-103.0817795 42.2103804),2192
2021,NE,Nebraska,Platte,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,35.8,,,32.2,39.5,34241,31141,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-97.5134673 41.5768655),2309
2021,NE,Nebraska,Hayes,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.2,,,7.2,9.4,843,31085,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-101.0479627 40.5372337),458
2021,NE,Nebraska,Sherman,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,40.1,,,35.6,44.8,2964,31163,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-98.9728492 41.2187425),474
2021,NE,Nebraska,Washington,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,24,,,20.5,28.0,20969,31177,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-96.2245771 41.5339726),2355
2021,NE,Nebraska,Sherman,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,6.2,,,5.2,7.4,2964,31163,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-98.9728492 41.2187425),474
2020,NE,Nebraska,Dawson,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,64.3,,,60.2,68.5,23898,31047,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-99.8155833 40.86784),453
2021,NE,Nebraska,Butler,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,16.2,,,12.7,20.0,8444,31023,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-97.1320395 41.2260724),2196
2020,NE,Nebraska,Perkins,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,9.8,,,5.9,14.9,2832,31135,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-101.6274676 40.8576462),469
2021,NE,Nebraska,Clay,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,4.3,,,3.7,5.1,6078,31035,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-98.0508585 40.5236693),450
2020,NE,Nebraska,Nemaha,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,10.3,,,6.7,14.7,7064,31127,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-95.8527214 40.3873891),2305
2021,NE,Nebraska,Box Butte,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,13.3,,,11.4,15.1,10604,31013,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-103.0817795 42.2103804),2192
2021,NE,Nebraska,Stanton,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,3.5,,,3.0,4.1,5816,31167,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-97.1771094 41.9050454),475
2021,NE,Nebraska,Burt,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,10.4,,,8.5,12.4,6709,31021,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-96.3377462 41.8541794),2195
2021,NE,Nebraska,Garfield,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,28.6,,,24.8,32.7,1839,31071,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-98.951231 41.9068675),2254
2021,NE,Nebraska,Rock,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,60.9,,,56.6,65.0,1264,31149,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-99.4208512 42.394749),471
2021,NE,Nebraska,Holt,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,14.9,,,12.3,17.8,10049,31089,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-98.7847662 42.4592867),2296
2021,NE,Nebraska,Cedar,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,8.6,,,7.3,10.0,8330,31027,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-97.2568696 42.6045604),2240
2021,NE,Nebraska,Johnson,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,25.1,,,21.6,29.0,5316,31097,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-96.2652638 40.3949552),461
2021,NE,Nebraska,Frontier,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,3.4,,,3.0,3.8,2555,31063,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-100.4066834 40.5309469),455
2021,NE,Nebraska,Cass,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3,,,2.6,3.5,27017,31025,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-96.1406086 40.9098778),2197
2021,NE,Nebraska,Garfield,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.7,,,3.1,4.3,1839,31071,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-98.951231 41.9068675),2254
2021,NE,Nebraska,Howard,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,16.4,,,13.4,19.6,6531,31093,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-98.5133417 41.2168513),460
2021,NE,Nebraska,Dawes,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,80.1,,,77.3,82.5,8148,31045,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-103.1354358 42.7130379),2245
2021,NE,Nebraska,Polk,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,8.9,,,7.7,10.0,5174,31143,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-97.5706627 41.1879253),2310
2021,NE,Nebraska,Thurston,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,24.1,,,20.3,28.5,6620,31173,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-96.5339428 42.1540613),2353
2021,NE,Nebraska,Cass,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,17.2,,,14.3,20.2,27017,31025,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-96.1406086 40.9098778),2197
2020,NE,Nebraska,Nance,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Age-adjusted prevalence,66.3,,,62.6,69.8,3390,31125,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-97.9914083 41.4023855),2304
2021,NE,Nebraska,Deuel,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,8.9,,,7.8,10.1,1865,31049,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-102.332609 41.1119026),2246
